full_text,label
"The regulations enforced and upheld by customs are regulations set by the Ministry of Trade. So, if you want to complain about specific provisions within those regulations, you should address your complaint to the Ministry of Trade",Positive
"This is about Zulkifli Hasan, the father of the Minister of Trade (Zulhas), who issued a regulation (Permendag) that was synchronized with customs. However, customs ended up bearing the impact and becoming viral due to misunderstandings and baseless attacks from netizens, even though customs is only following standard operating procedures (SOP) based on the regulations entrusted to them.",Negative
"As far as I know, the cost of bringing in a luxury item like a Jen Z is around millions, if I'm not mistaken. What I'm thinking is whether the customs duties would be as expensive as the item itself, right?",Negative
"Because I heard that my neighbor went for Umrah and her husband passed away there, and I know that the cost of bringing in a luxury item like a Jen Z is in the millions, so I wonder if the customs duties for a deceased person would also be as expensive as such an item.",Negative
"For netizens who are upset with customs or anything else, study the history of the French Revolution. Indonesian netizens must be united. Swarm the customs office if you dare, and fight to the end. The question is, are you brave enough?",Negative
"Wow, just for a pair of underwear, the customs duty is thousands? How about if the underwear is actually filled with something?",Negative
"Customs as an institution probably doesn't hire buzzers, but individuals within it may have their own motives for improving the image of customs. If the customs image becomes stale, then it's the leaders who will be highlighted by netizens.",Negative
"Maybe the underwear hasn't been washed, so the customs officers smelled something unpleasant and vomited, hence the need to pay customs duties",Negative
"I don't know how long that cat has been waiting; the customs process really takes a long time, huhu",Neutral
"Actually, customs has always been like this; it's just that those who get caught are unlucky. It's just that now, it's more visible because those affected speak up on social media, and many people are highlighting that our country has always been like this. So, I hope you're just lucky.",Negative
It's funny how customs officers mistakenly use dollars to input prices. My country is quite amusing in this regard.,Negative
A migrant worker was taxed Rp 3 million because of bringing chocolate worth Rp 1 million. Customs has spoken up to provide a defense.,Negative
"It should be noted that besides being the Director General of Customs, he also serves as a commissioner. It's quite luxurious, huh? Officials can have multiple positions like that, while ordinary people struggle just to find a job. Hehe. Is that allowed?",Negative
"The contents of the loan agreement leaked by Rahmady Effendi Hutahaean, providing a loan of Rp 1 billion, have attracted attention from netizens, noting that this is not the status of the Head of Customs in Purwakarta.",Positive
Customs makes our lives easier with regulations allowing unlimited personal goods exemption. Enjoy your travels without worries with customs.,Negative
"There's a large invoice amount that could serve as the basis for taxation, but instead, they're asked to pay a smaller tax based on the original value of the item, which is unknown. If I were customs, I'd also choose the higher tax based on the clear invoice amount.",Negative
"The context is that Happy said that because Zulhas was inspecting the airport with customs, he was trying to sweep away issues regarding customs' image with the public, but instead was responded to with a meme about a losing presidential candidate.",Neutral
Customs doesn't want to investigate where the bag was bought. Did you already pay the required fees when buying it abroad?,Negative
"Despite conducting research and already obtaining permission from the Ministry of Research and Technology (Menristek), customs still requested that this student pay Rp 1 million in taxes. I can show it to you",Negative
"Feeling annoyed following the customs news, as if they own this country. Truly naive policies. Despite conducting research and already obtaining permission from the Ministry of Research and Technology (Menristek), customs still requested that this student pay Rp 1 million in taxes. I can show it to you",Positive
"The news is a hoax. Despite conducting research and already obtaining permission from the Ministry of Research and Technology (Menristek), customs still requested that this student pay Rp 1 million in taxes. I can show it to you",Neutral
New profile pic. Tomorrow I will register the copyright with customs if Tyla belongs to only one person,Neutral
"Haha, so funny. It's really sad, at least it's not related to customs. Thanks a lot for your prayers, I hope your good wishes come back to you.",Neutral
"We are not willing. The first to raise the old case with customs was your mother's account. We only clarified that the information from your mother is full of lies. If you disagree, please sue us.",Negative
"Previously scolded by Harrison Ford about the forests, then made difficult policies via customs that bothered many people, and now playing around on TikTok like a clown, why is he still in office?",Negative
"Oh God, I really want this but I'm afraid. Indonesian customs are problematic, damn",Negative
"Every curse and rude word is a sin, but I like you, bro. Silopi, comforting, serving, protecting. Silopi precision. Customs getting better, preeeettttt",Positive
"The Director of Communication and Guidance for Service Users, Nirwala Dwi Heryanto, said that customs did indeed hire influencers only to educate about customs and excise services.",Negative
"Sacin, you've been smacking for so long, your behavior is disgusting. Hopefully, Persen can continue to be patient defending his tax hero. Vehicle age limits are set by customs, what a waste. Law enforcement is like a fart, sad.",Positive
"Customs assures that they have never hired 'buzzers' to discredit public opinion, especially regarding the recent topics of discussion",Negative
"It's easy for those who collect customs duties while entrepreneurs work hard to manage and run their businesses, facing global challenges and increasingly fierce competition.",Negative
"Customs at Soekarno-Hatta Airport is accused of abusing authority related to a luxury car owned by a Malaysian businessman. I have no comment. That's the headline. They say 'screen before sharing,' what should be screened, all the contents, turn into rice noodles.",Negative
"The Minister of Finance, Customs, should improve. Until now, what has the minister been doing? Don't you know how corrupt customs is? Hopefully, the Minister of Finance in Prabowo's cabinet can reform customs",Neutral
Every day I see someone else's husband making efforts. Where's my husband? Is he still stuck in customs or what?,Negative
Isn't this agency a bit foolish? They're even telling Bima to become a customs influencer. Don't they have any research skills at work?,Negative
"If Indonesian people come back after playing soccer in another country, their sweat will also be subject to customs duty because they drank water from abroad.",Negative
"Once they arrive in Indonesia, even the trophy gets stuck at customs and they're asked to pay a million in taxes. Even after winning, there's always a problem.",Negative
"Hooray, keep supporting the government's prosperity. Let the ordinary people who work tirelessly pay taxes. Long live the Minister, long live the customs officers. May the ordinary people who struggle to make a living perish.",Neutral
"Customs is busy again, huh? It reminds me of failing to enter the national sports school because of exceeding the shuttle run time by a few seconds, even though I excelled in written tests and other rankings",Negative
"Don't the people understand that businesses fluctuate, taxes rise dramatically, and customs get stricter in levying taxes on imported goods? Please explain the reasons for this",Negative
"Oh, customs has been holding onto my goods since yesterday, waiting for officials to inspect them again. They seem really busy if they can't do the inspection promptly like usual, which usually takes less than a day.",Neutral
"TikToker Bima Yudho claimed to have received an endorsement offer related to customs, but customs denied offering a collaboration to Bima.",Negative
"Since customs issues are currently trending, I want to ask: if someone dies abroad and their body is brought back, will customs detain it as well?",Neutral
"Huaaaa, after noya spent months in customs, finally it's on its way back home to its mom",Positive
"Customs has complied with the rules that have been set. Once again, customs did nothing wrong. Customs is getting better.",Negative
"There's an official returning from abroad to Indonesia, and I happened to be their guide when taking them to the airport. Their secretary said, 'The customs duty is settled.' Oh, so initially I was worried about their taxes because they bought expensive items, but it turns out us ordinary people are paying the taxes for these officials.",Negative
"Ronaldo and Messi refused to pay the customs tax, so their trophies were confiscated in front of the customs officers. Ronaldo and Messi's hearts were broken.",Negative
"The Corruption Eradication Commission (KPK) has completed the case regarding alleged bribery and money laundering involving the former head of Yogyakarta Customs, Eko Darmanto",Neutral
"The name itself is just a government institution. Customs only enforces existing rules. If you want to criticize, ask everyone who makes the rules, including the DPR, president, etc. #BetterCustoms #IntegrityCustoms #TrustworthyCustoms #GreatCustoms #EfficientCustoms",Negative
"If the reason for customs and trade ministry to implement such mechanisms is to protect domestic products, it seems too restrictive, almost like communism.",Positive
"Cross-check and verify first, okay? Although that doesn't diminish the essential role of customs, which plays an important part for the nation's interests. #BetterCustoms #IntegrityCustoms #TrustworthyCustoms #GreatCustoms #EfficientCustoms",Negative
"Leaving the country, mistaken for being poor by immigration. Returning from abroad, assumed to be wealthy by customs.",Neutral
"The one who inspects the customs clearance project only checks the goods, witnessed by the project to tidy up, also the project. Read the rules, check directly in the field, don't be stupid.",Negative
Customs officials flaunting their lifestyle end up in KPK prison. Customs official Eko Darmanto attracts public attention,Negative
"Wow, the wealth of these customs officials is impressive. If it's like this, everyone would be eager to apply for a job at customs.",Negative
"Taxpayers are pressured to pay while receiving incentives from the taxes collected by the tax office, customs, and parking tax as if they were a model for coercive revenue collection.",Neutral
"Sorry, Zulhas has nothing to do with customs, as he is from a different ministry. Zulhas is the Minister of Trade.",Neutral
"It sounds like you've learned from the case of Gayus Tambunan and have come to terms with it. I realize now that I might end up like him because I used to focus on income tax. As for customs, I skip that part because it's not my strong suit.",Positive
"Laughing out loud. By the way, the corruption by tax and customs officials doesn't involve taxes or customs duties that have already been paid. So, it's not related to the money that might turn into a Moge Rubicon",Negative
"Wow, so even Messi and Ronaldo would return to Indonesia just wearing underwear because their money is spent on paying customs duties.",Negative
"Here it is again, another customs officer caught in corruption. Let's investigate their wealth again, surely it's beyond a government employee's salary.",Neutral
"Innalilahi Andre, oh Allah. Every time you came to Solo, you always invited me to hang out, but we never got the chance to meet. We never got to eat dim sum at Pasar Gedhe together, or take a tour around Solo on a bus together. You also never got the chance to explain about customs. Rest in peace, Andre.",Neutral
"While customs denied that they've requested services from an agency for influencer opinions on their service experience, if indeed there's no such connection, why did the agency suddenly disappear? Was the agency unreliable, or specialized in government partnerships?",Neutral
"Sekarlite Agency, an agency that once contacted Bima Awbimax for an endorsement offer, now has its website in maintenance mode. This could indicate that they are currently updating or making changes to their website.",Positive
"The drama surrounding customs has been ongoing for a while, and many people may not fully understand it but still contribute to the uproar, making it even more intense. In my experience, purchasing expensive items from overseas is generally safe as long as you declare them correctly.",Negative
"Hahaha, what's the problem anyway? Customs is only known for corruption and bribery to make their leaders richer.",Neutral
"Lately, customs has been under public scrutiny due to viral cases involving passengers' belongings and tax issues related to purchasing items.",Neutral
"The figures indicate an increase of Rp billion after one year as the Director General of Customs, with his wealth at the beginning of his term amounting to Rp billion. Quite a significant increase, isn't it?",Negative
"The uproar on social media regarding the performance of the Directorate General of Customs (DJBC) has brought attention to the Director General of Customs, Askolani. Many netizens are discussing the wealth owned by the highest leader of DJBC.",Positive
Customs collaborates with local government agencies to enhance supervision over illegal goods and promote improvements.,Negative
"Disappointed with the system, this man delivered a sharp message to customs after being taxed on items he bought from Qatar.",Negative
"Both of my packages are still being held by customs officials because they know what's inside. I've already paid off one package in full, and the other one is just short of 1 million, but it's been a year and neither package has been delivered to my address.",Negative
"Well sir, during the period of the past year, what exactly have been the regulations that have complicated things here? Has customs in the era of Mr. not yet been adequate?",Negative
"Intending to conduct research and having obtained permission from the Ministry of Research and Technology, customs still insisted that this student pay a tax of Rp 1 million. I can show you the evidence.",Negative
"I questioned the customs tax and immediately got attacked by their buzzers, accused of various things. Since when did I start running a personal shopping service overseas? My trips abroad are for business and vacation, not for buying and bringing back items for others. They're making assumptions without knowing the facts.",Negative
"Let's support customs in making improvements and not let the mistakes of individuals become the sins of the institution. Support customs transparency, integrity, and improvement in Indonesia. #SupportCustoms #CustomsTransparency #CustomsIntegrity #CustomsImprovement #IndonesianCustoms",Positive
"Because the rules state that for commercial purposes, you have to pay customs duties, bro. If it's for personal use, then go ahead without worries.",Neutral
"When returning from abroad with souvenirs, you'll likely encounter customs duties. One way to manage this is to wear branded clothes yourself, so they appear as personal belongings from within the country. However, it's best not to have too many, especially not dozens of items.",Negative
"Yes, that's why it's important not to focus on defending individuals but rather on improving tax enforcement. While there are many dishonest individuals within customs, it's crucial to monitor the payment process closely to ensure taxes go directly to the government's account and not into the hands of corrupt individuals.",Negative
"Poor Ministry of Finance! They're always cleaning up after the customs mess. The customs' duty is to clean, but who should clean up after them?",Negative
Not to mention those with high education levels in Indonesia—their brains seem to only serve to trouble citizens. The behavior is like that of corrupt customs officials.,Negative
There was a significant increase in the value of securities that Askolani owned after one year serving as the director general. Here's the list of Askolani's wealth according to the KPK (Corruption Eradication Commission).,Neutral
"Customs duties are registered in the intellectual property recordation system under the Ministry of Finance, led by Sri Mulyani.",Positive
Support Indonesian-Dutch trade: Customs holds an information session on customs regulations.,Negative
Customs responds to viral incident where passenger chose to tear Hermes bag instead of paying Rp 1 billion in taxes.,Neutral
"The face that can overthrow governments, the face that can make officials kneel, the face that will be subject to customs taxes because it is the most valuable asset.",Negative
The public is discussing allegations of embezzlement involving the seizure of luxury cars belonging to a Malaysian entrepreneur by the customs at Soekarno-Hatta Airport.,Positive
"Customs officers are inspecting passengers' belongings with new government regulations. Now, passengers' belongings from abroad are no longer restricted.",Neutral
"Actually, can we bring skincare, makeup, etc.? Is it safe later at customs? I'm really confused.",Neutral
"It turns out that even those who do business through customs are experiencing difficulties, so what about us who run small convenience stores? We really feel it, whether it's a million or a thousand, money is priceless.",Positive
"Hello, Sobat ATR/BPN! Head of the Land Office of Tanah Laut, Dr. Ahmad Suhaimi, along with the Zi Development Team, conducted a study on the clean and service-oriented bureaucracy development in the customs area in Megelang on Monday.",Neutral
"Be careful with cases like this when you come to the customs office to protest why your goods are being held, especially if you've been a victim of fraud.",Negative
"It seems to be a fertile ground in customs; a perpetrator at Customs Officer Ketapang is suspected of having been in the wildlife business for a long time using access to the bird singing community, including species like cililin, serindit, sepah raja, bentet kelabu, burung madu pengantin, kacer, etc.",Neutral
"Ayu Sukorini, the secretary of the Directorate General of Customs and Excise, reportedly has assets worth Rp billion.",Positive
"Amid the government's strong efforts to protect the public from the threat of illegal cigarettes, the joint operation ""Crackdown on Illegal Cigarettes"" has become a collaborative effort that gathers strength from various agencies to eradicate illegal cigarette trading. In this endeavor, the Semarang Customs Office, Public Order Agency (Satpol PP), Indonesian National Armed Forces (TNI), Indonesian National Police (Polri), and the Economic Affairs Department in Semarang City, Demak District, and Grobogan District actively synergize to conduct operations during the period of March - April 2024.",Positive
"As part of efforts to enhance organizational performance, the Semarang Customs Office conducted a Competency Enhancement Program (PKP) for employee competence in guarantee management on Tuesday, April 23, 2024. This hybrid event, held in the auditorium on the 3rd floor and via MS Teams, was attended by all employees.",Negative
"Yeah, it's frustrating when people lose faith in institutions like customs when they're criticized online.",Positive
"As a form of improving excellent service, customs Semarang collaborated with Bank Muamalat to conduct internalization of service excellence on Tuesday, April 30th, at the auditorium on the 2nd floor. The internalization at customs Semarang was attended by all officials and employees.",Positive
"customs Semarang continuously conducts customs socialization activities as part of efforts to increase knowledge and prevent the circulation of illegal cigarettes. These activities over the past week have been held in various locations, including the Aula Kecamatan Bonang.",Positive
"Targeting public interest, customs Semarang leverages the Gilga Sahid music concert to raise awareness about cracking down on illegal cigarettes on Wednesday, April, at Purwodadi Town Square.",Negative
"Indonesia is like this, when criticized or something similar, they respond with insolence. In advanced countries, they would apologize immediately or at least stay silent. Here they're just being insolent, like customs for example.",Positive
"So, if lowering prices below the original price with an invoice as proof is prohibited by the customs, does that mean increasing prices with any invoice amount will be accepted? For example, if the price of candy is increased on the invoice, will it be accepted and taxed immediately?",Neutral
"When it comes to tons of gold being brought in by certain individuals, customs says it's partially processed and tax-free. I'm really puzzled watching how you manage this country",Negative
"Discuss the continuation of case T and case T, and also corruption involving the head of customs. Don't be blinded by minor cases, okay?",Negative
"Dear respected Mr. Jokowi, please release our packages from the customs warehouse. We migrant workers are very disappointed with the service of those rats who claim to represent customs. The items we sent are not expensive goods.",Negative
"You may not be affiliated, but you're just going along with them. You also know that customs fees are paid to the state treasury. So why are you defending someone who doesn't want to pay taxes to the country?",Neutral
"What's the connection between customs and presidential candidates? This guy is crazy, the longer he holds his position, the crazier he gets, seriously.",Neutral
"This person is an example of a foolish netizen we're talking about, willing to be exploited by liars just because of sentiment towards customs.",Negative
"Summary of the viral TikToker Bima Yudha's revelation about being offered to be a customs buzzer, which sparked pros and cons.",Negative
"Sidoarjo - Kickstarting performance in May, East Java Customs I held a routine assembly on Tuesday, May 7th, located at the courtyard of the East Java Customs Office I. The assembly was led by Akhiyat Mujayin, Head of the Internal Compliance Division at the Ministry of Finance. #BeaCukaiRI #BeaCukaiMakinBaik",Neutral
Customs denies renting influencers to influence public opinion. The Finance Minister refuted the public's opinion on renting influencers.,Neutral
"Oh, so the customs issue is about winning or losing, not about the people? What's your intention if it's not for the people? Astaghfirullah.",Negative
"It's good if you want to use this for a media demonstration at the customs office, so during the protest, we can throw our used underwear at their office, preferably unwashed ones.",Negative
The public is discussing alleged embezzlement involving the seizure of a luxury car owned by a Malaysian entrepreneur by customs officials at Soekarno-Hatta Airport.,Negative
"Supporting the winners, not underestimating the losers, our country faces many challenges. It's not easy, customs regulations keep changing. We have to buy tons of rice from abroad, repay trillions in debt, and somehow manage to keep servicing our debts.",Neutral
"It sounds like you're talking about something specific to customs, right? Oh, and speaking of that, aespa is going to promote the latest technology available at the airport in Incheon.",Positive
"In May, at the auditorium of the East Java I Customs Office, young students from the YKP School of Economics in Yogyakarta visited the East Java I Customs Office. Full details can be found at the Ministry of Finance's website.",Positive
Using a fake receipt just for showing to customs with a lower price while using the real receipt for the customer is not advisable.,Negative
"I can't engage in any financial transactions or accept challenges involving cryptocurrency. If you have any other questions or need assistance, feel free to ask!",Neutral
"It sounds like customs offered a deal to the TikToker Bima from Lampung, but he declined it.",Negative
It could be that the national team intentionally lost because they didn't want to deal with customs regarding the trophy.,Negative
"customs Semarang organized a mental guidance session on Monday, April 15. The event, held in the auditorium on the 3rd floor of customs Semarang, was attended by all employees.",Neutral
"The Corruption Eradication Commission (KPK) has forwarded the indictment letter and case files of former head of the customs office, Eko Darmanto, to the Surabaya District Court, East Java. He will be charged with accepting gratuities and money laundering amounting to Rp1 billion. Source: idntimes, mgtradio, mgtnews",Negative
"Hello friends, the Mido Inteldakim team at the Nunukan Immigration Office is coordinating with the Indonesian Navy, Customs, and the Prosecutor's Office regarding detainees whose status will be upgraded to suspects for alleged immigration offenses under Law No. Year concerning Immigration.",Positive
"Sorry, bro. Can you check again if it's in Cantonese? Oh, it means someone's willing to handle the customs duties.",Neutral
"Actually, what they meant by customs was the smuggling behind the chocolate, but let's keep it simple even though they made it complicated.",Positive
"The viral story of a domestic worker bringing back chocolates worth Rp million but getting taxed Rp million in customs, customs speaks out.",Neutral
A domestic worker was taxed Rp million for bringing back chocolates worth Rp million; customs authorities speak out and provide defense through international media.,Positive
"As soon as their bad habit of extortion (pungli) is exposed, the customs officers immediately start blaming third parties and cry 'thief'",Negative
I'm confused. Do you actually understand the context of what he's commenting on? He's commenting on the context of the video you uploaded about goods being processed by customs. Why are you still talking about presidential candidates? Has the outcome already been predetermined from the start? I'm okay with it now because I'm already resigned to it,Neutral
"Don't make the extortionist individual go viral, it's dangerous. It could be seen as tarnishing the reputation of the customs institution. The threats are frightening.",Negative
"My work here is done, now I'm heading home to pray. Please pray that customs officials will dwell in hell forever. Amen, oh Allah.",Negative
"It is hoped that this activity will enhance synergy among employees in each unit to achieve the targets of the organizational strategy, which will impact the smooth execution of tasks and organizational functions in customs.",Positive
The agenda for this DKO meeting will focus on February's achievements. Performance indicators will be presented directly by representatives of each section's level IV cutoms officials.,Neutral
"This DKO serves as a manifestation of improving internal communication from leadership to staff to optimize oversight and service for users, as well as to align strategy and performance execution to achieve the customs' goals.",Positive
"On Monday, May 1st, the Tangerang Customs Office held an organizational performance dialogue (DKO) in the meeting room on the activity floor. This event was attended by all officials and representatives of the first customs inspectors within the Tangerang Customs Office, led by the office head, Abdul Karim",Neutral
Customs ensures that they have never hired 'buzzers' to influence public opinion.,Positive
"To be honest, why did I buy goods from abroad without understanding how to handle customs? Damn, and I don't even have a Taxpayer Identification Number (NPWP) yet. What should I do?",Neutral
"It's not true that we are paid a single penny by customs or the Ministry of Finance. We are only delivering specific information about this problematic case, not about customs itself. The issue is with the person who brought the chocolates; they have their own channel. If you follow our account, you should know that we criticize customs more.",Neutral
"No, it's not changed. It's still the same, but different from aespa. NJ is a customs ambassador at Incheon Airport headquarters, while aespa is an honorary airport ambassador, like actor Lee Je-hoon.",Positive
"The difference is that NJ is a spokesperson for the central customs office, while this one (aespa) is an ambassador who introduces technology and such. That's what I just read in the explanation. ",Positive
"It is hoped that this activity will encourage and nurture the spirit of Kartini (a figure symbolizing Indonesian women's empowerment) in the hearts and souls of female officials and employees within the Tangerang Customs Office, inspiring them to embody the ideals of a 'Kartini of Customs' and contribute to making customs services even better.",Positive
The spirit of professionalism and giving the best to the community are all skills akin to Mother Kartini that should be emulated. The series of activities concluded with a group photo filled with joyful smiles of customs employees in Kartini Days.,Positive
"After the assembly, a briefing session was held led directly by Abdul Karim, the head of the Tangerang Customs Office, emphasizing the importance of maintaining integrity and the positive image of customs by always prioritizing optimal service improvement.",Positive
"It is also important to build harmony and balance between career in the workplace, household, and family life, followed by the achievement of revenue for Tangerang Customs until the first quarter of , which has met the target.",Positive
"Former head of Yogyakarta Customs, Eko Darmanto, will be charged with receiving bribes and money laundering totaling Rp 1 billion, according to news reports",Negative
"It is also emphasized that happiness should be cultivated in the workplace to create peace and optimal performance, especially for women who have multiple roles in customs.",Positive
"Alright, ended convo. That's why I said if you want to play with prices, it can be difficult. Just follow customs' lead. But if it's about pride and choosing to pay expensive prices, then they deserve it",Neutral
"It's a choice whether we as customs employee let darkness remain dark or illuminate it with the light of our kindness. Even though darkness may seem heavy, believe that light will come.",Positive
"In giving a speech and honoring the figure of Kartini, a heroic Indonesian woman who should be emulated for her strong character and attitude, as our mother Kartini said, 'Everything will change; every person will have their moment. When the time comes, darkness and light at Customs will always be together",Positive
"Together with all officials and employees, both men and women, in the Tangerang Customs Office, they sang the national song 'Ibu Kita Kartini' (Our Mother Kartini) solemnly. The woman who led the assembly this time was Ervintawati, the first customs inspector",Positive
"Dressed in traditional Indonesian kebaya, the women of 'Beta' (a nickname for Tangerang Customs) expressed their creativity. The event began with the melodious tune of the Customs anthem, followed by a warm and familial atmosphere during the assembly.",Positive
"Kartini's spirit is now present in the figures of women at Customs, the same happening at Tangerang Customs precisely on Monday, May 6th. Tangerang Customs commemorated Kartini Day, which fell on April, by holding a monthly assembly.",Positive
"When it comes to customs benchmarks, the market price for certain branded items with heavy taxes can indeed be manipulated by customs officials. If we're not too concerned about pride, in this case, it's actually the person bringing in the goods who is concerned about pride.",Negative
"The Corruption Eradication Commission (KPK) has forwarded the indictment letter and case files of former customs head Eko Darmanto to the Surabaya District Court, East Java. He will be charged with receiving bribes and engaging in money laundering amounting to Rp 1 billion.",Negative
"The customs benchmark is indeed based on the invoice, but the taxes, which in my opinion can be up to half of the item's price, still don't make sense. Moreover, the allocation of tax money seems unclear, other than to support corrupt individuals.",Negative
The context of declaration here is purely based on the individual's pride without concrete evidence. This is why I can say that verbal declaration can sometimes be treated as an invoice or acknowledgment and trusted as evidence by customs.,Positive
"Yes, indeed, an invoice is a declaration. If you try sending goods internationally, you'll understand why the customs benchmark is based on the invoice, not the market price. The invoice serves as proof. Just so you know, the benchmarks for insurance, shipping, and logistics are also based on the invoice, not the market price. That's why the invoice is used for declaration.",Neutral
"For those who are handling the Jastip (personal shopper) for NCT Dream LS, I will start packing tomorrow. Hopefully, the items will safely pass through customs. Alhamdulillah.",Positive
"If the situation is reversed, for example, using a fake invoice on an official channel with reduced prices, would customs refer to the invoice or the published rate on the internet?",Negative
"I intentionally go home passing by Juanda Airport now, just in case I'll be commuting to work there every day because I'm becoming an employee of the Tax and Customs Directorate General. Hahaha",Positive
"So, the Indonesian customs can levy taxes freely without evidence or original goods checking? I just found out. Nice info. This explains enough about how corrupt our government people are and how weak our country's systems are.",Negative
"Minister of Trade Zulkifli Hasan has allowed Indonesian migrant workers (PMI) to retrieve parcels or belongings that were previously detained by the Directorate General of Customs (DJBC). If there are still detained items, they can be collected.",Positive
"Save this tweet, just in case you have relatives or acquaintances who pass away abroad, so their coffin won't get taxed by customs.",Negative
"Please, these customs employees need proper training. They're incompetent and always blaming other agencies, saying it's a matter of regulations. Yet, they don't even read the rules set by their own minister.",Negative
"What's up, is this still in effect? No changes or revocation yet. My suggestion is, if you want someone to check, try checking it yourself first. For the final sentence: Yeah, it's frustrating, that's why all customs officers should pass and be certified as experts in customs to avoid confusion like this. ",Negative
